	Restaurant Name	Rating	Number of Reviews	Price Range	Food Type	Number of Photos	Mon Hours	Tue Hours	Wed Hours	Thu Hours	Fri Hours	Sat Hours	Sun Hours
825	Avra Estiatorio	4	835	3.0	Seafood, Greek, Mediterranean	575	11:30 am - 11:30 pm	11:30 am - 11:30 pm	11:30 am - 11:30 pm	11:30 am - 11:30 pm	11:30 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm
826	Sushi Lin	4.5	230	3.0	Sushi Bars, Japanese	1060	Closed	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 11:30 pm	5:00 pm - 11:30 pm	5:00 pm - 11:00 pm
827	Petite Boucherie	4.5	106	3.0	French	283	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 1:00 am	8:00 am - 1:00 am	8:00 am - 12:00 am
828	Just	4	292	3.0	American (New), Desserts, Gluten-Free	374	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	4:30 pm - 9:30 pm
829	MIMI	4	132	3.0	French	229	6:00 pm - 1:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 11:00 pm
830	Vento	4.5	58	3.0	Italian, Seafood, Sushi Bars	93	Closed	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	4:00 pm - 9:00 pm	Closed
831	The Clocktower	4	352	3.0	British	1082	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am
832	Almayass Restaurant NYC	4	431	3.0	Mediterranean, Armenian, Lebanese	353	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm
833	Sant Ambroeus	4	368	3.0	Italian, Coffee & Tea, Breakfast & Brunch	280	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm
834	Alberto Restaurant	4	193	3.0	Italian	122	5:00 pm - 10:30 pm	Closed	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 11:30 pm	5:00 pm - 11:30 pm	4:00 pm - 10:30 pm
835	Sofia	4	347	3.0	Lounges, Steakhouses, Italian	520	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 2:00 am	11:30 am - 2:00 am	11:30 am - 1:00 am
836	Wallse	4	261	3.0	German, Austrian, Modern European	387	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	Closed
837	Vetro Restaurant & Lounge	4.5	250	3.0	Italian, Lounges, Breakfast & Brunch	336	Closed	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	11:30 am - 2:30 pm
838	Catch NYC	3.5	2182	3.0	Asian Fusion, Sushi Bars, Seafood	2534	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
839	Soigne Restaurant	4	200	3.0	French, Breakfast & Brunch, American (Traditional)	115							
840	Suteishi	4	471	3.0	Japanese, Sushi Bars	358	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:30 pm	3:00 pm - 11:30 pm	3:00 pm - 10:00 pm
841	Benchmark	3.5	485	3.0	Steakhouses, American (New)	371	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	10:00 am - 3:00 pm	10:00 am - 3:00 pm
842	Blue Fin	3.5	986	3.0	Sushi Bars, Seafood	885	7:00 am - 11:00 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 11:00 pm
843	Fabio Cucina Italiana	4.5	277	3.0	Italian	291	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 11:00 pm	3:00 pm - 11:00 pm	3:00 pm - 10:00 pm
844	Ortzi	4	95	3.0	Basque, Wine Bars, Breakfast & Brunch	235	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 9:00 pm
845	Come Prima Ristorante	4.5	78	3.0	Bars, Italian	64	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm
846	Il Punto Ristorante	4	342	3.0	Italian, Wine Bars	352	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm
847	Vinegar Hill House	3.5	644	3.0	Bars, Breakfast & Brunch, American (Traditional)	221	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 11:00 pm	10:30 am - 3:30 pm	10:30 am - 3:30 pm
848	Medieval Times Dinner & Tournament	4	701	3.0	American (Traditional), Dinner Theater	1611	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm
849	Cliffs Steakhouse	4	96	3.0	Steakhouses	75	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	3:00 pm - 11:00 pm	3:00 pm - 11:00 pm	3:00 pm - 10:00 pm
850	Kokage	4	86	3.0	Japanese, Noodles	346	Closed	11:45 am - 1:45 pm	11:15 am - 1:45 pm	11:45 am - 1:45 pm	11:45 am - 1:45 pm	11:45 am - 1:45 pm	5:30 pm - 9:15 pm
851	The Wright	3.5	73	3.0	American (New)	73	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	Closed	11:30 am - 3:30 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm
852	San Carlo Osteria Piemonte	4.5	193	3.0	Italian, Wine Bars, Cocktail Bars	300	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:30 pm	11:30 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm
853	Leonelli Taberna	3.5	41	3.0	Italian	104	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm
854	Virginia's	4	165	3.0	American (New)	433	Closed	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 11:00 pm	12:00 pm - 3:00 pm	Closed
855	Don Angie	4.5	265	3.0	Italian, American (New)	561	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 11:00 pm
856	The Sea Grill	4	355	3.0	Seafood, American (New), Sushi Bars	594	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:00 pm - 10:00 pm	Closed
857	Hillstone Restaurant	4	1056	3.0	Jazz & Blues, American (New), Sushi Bars	729	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 10:00 pm
858	Tamarind	4	872	3.0	Indian	956	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm
859	Mercer Kitchen	3.5	1543	3.0	American (New), French, Cocktail Bars	1379	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 1:00 am	7:00 am - 1:00 am	7:00 am - 11:00 pm
860	Mercer Kitchen	3.5	1543	3.0	American (New), French, Cocktail Bars	1379	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 12:00 am	7:00 am - 1:00 am	7:00 am - 1:00 am	7:00 am - 11:00 pm
861	Seawalk Restaurant	4	132	3.0	Seafood, Bars, Breakfast & Brunch	283	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 1:00 am	4:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 10:00 pm
862	Butter Midtown	3.5	950	3.0	American (New)	1300	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	5:00 pm - 10:00 pm	11:00 am - 2:00 pm
863	Employees Only	4	1424	3.0	American (New), Diners, Cocktail Bars	821	6:00 pm - 3:59 am	6:00 pm - 3:59 am	6:00 pm - 3:59 am	6:00 pm - 3:59 am	6:00 pm - 3:59 am	6:00 pm - 3:59 am	6:00 pm - 3:59 am
864	Barano	4.5	226	3.0	Pizza, Italian	362	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 12:00 am	5:00 pm - 12:00 am	11:30 am - 3:30 pm
865	The Loft Steakhouse	4.5	69	3.0	Steakhouses, Kosher	144	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	Closed	Closed	5:00 pm - 10:30 pm
866	Bistro Vendome	4	127	3.0	French	114	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:30 pm - 10:30 pm	12:00 pm - 3:00 pm
867	The Leopard at des Artistes	4	209	3.0	Italian	175	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:30 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm
868	Del Frisco's Grille	3.5	362	3.0	American (New), Steakhouses, Cocktail Bars	455	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 10:00 pm
869	Maialino	4	1348	3.0	Italian, Breakfast & Brunch, Bars	1076	7:30 am - 10:00 pm	7:30 am - 10:00 pm	7:30 am - 10:00 pm	7:30 am - 10:30 pm	7:30 am - 10:30 pm	8:00 am - 10:30 pm	8:00 am - 10:00 pm
870	Yoon Haeundae Galbi	4.5	324	3.0	Korean, Barbeque, Steakhouses	853	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm
871	Thalassa Restaurant	4	389	3.0	Seafood, Greek, Mediterranean	368	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:30 pm - 11:00 pm	Closed
872	Hwa Yuan	4	211	3.0	Szechuan	500	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:00 pm
873	Saxon + Parole	4	752	3.0	American (New), Desserts, Breakfast & Brunch	873	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm
874	Tavern on the Green	3.5	1362	3.0	American (New), Cocktail Bars	2125	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 9:00 pm
875	Xiang Hotpot-Brooklyn	4	78	3.0	Chinese, Hot Pot	530	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am
876	Molos	3.5	457	3.0	Greek, Seafood, Mediterranean	641	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
877	Pier 115 Bar and Grill	3.5	873	3.0	Sports Bars, American (Traditional), Pizza	1008	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 1:00 am	12:00 pm - 2:30 am	12:00 pm - 2:30 am	12:00 pm - 12:00 am
878	Hatsuhana Sushi Restaurant	4	1261	3.0	Japanese, Sushi Bars	1845	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	5:00 pm - 10:00 pm	Closed
879	Highlawn Pavillion	3.5	204	3.0	American (New), Seafood	239	12:00 pm - 3:00 pm	12:00 am - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm
880	Village Green Restaurant	4.5	143	3.0	French, American (New)	244	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	5:00 pm - 10:00 pm	Closed
881	Antique Garage Tribeca	4	88	3.0	Mediterranean, Turkish	127							
882	Le Marais	3	284	3.0	French, Steakhouses, Burgers	103	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 3:00 pm	Closed	12:00 pm - 12:00 am
883	Etcetera Etcetera	4	420	3.0	Italian, Venues & Event Spaces, Wine Bars	294							
884	Laurel & Sage	4	136	3.0	American (New)	207	Closed	Closed	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:00 pm - 8:30 pm
885	Fig & Olive - Meatpacking	3.5	1332	3.0	Mediterranean, French, Bars	1481	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 12:00 am	11:00 am - 12:00 am	11:00 am - 10:00 pm
886	BG Restaurant	4	368	3.0	American (New), Tea Rooms	676	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 7:00 pm	11:30 am - 5:00 pm
887	Meritage Restaurant	4.5	48	3.0	American (New), Venues & Event Spaces, Bars	76	4:30 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 11:30 pm	4:30 pm - 11:30 pm	4:30 pm - 11:30 pm	4:30 pm - 11:30 pm	4:30 pm - 11:00 pm
888	ZAVŌ Restaurant & Lounge	4	124	3.0	Mediterranean, Seafood, Lounges	263	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 11:00 pm
889	Angelina's	4	57	3.0	Italian	26							
890	Eric's Steak House	4.5	99	3.0	Steakhouses, American (New), Pasta Shops	356	5:00 pm - 10:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	5:00 pm - 10:00 pm
891	The Dining Room at The Met	3.5	75	3.0	American (New)	182	12:00 pm - 4:00 pm	12:00 pm - 4:00 pm	12:00 pm - 4:00 pm	12:00 pm - 4:00 pm	12:00 pm - 4:00 pm	11:30 am - 3:00 pm	11:00 am - 3:00 pm
892	Liberty House Restaurant	3.5	487	3.0	American (New), Seafood	682	Closed	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	11:00 am - 3:00 pm
893	Todd English at The Plaza	3.5	311	3.0	American (New)	448	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm
894	Pietro's	4	104	3.0	Steakhouses, Italian, Wine Bars	60	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed
895	Aquagrill	4	1334	3.0	Seafood, American (New), Live/Raw Food	1188	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm
896	The Loeb Boathouse	3.5	1230	3.0	Boating, American (Traditional), Cocktail Bars	1274	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	9:30 am - 3:30 pm	9:30 am - 3:30 pm
897	Heirloom Tavern	4.5	144	3.0	American (New), Bars	89	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	11:00 am - 9:30 pm
898	Pearl Oyster Bar	4	819	3.0	Seafood, Wine Bars, Tapas/Small Plates	465	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	6:00 pm - 11:00 pm	Closed
899	Sakagura	4	1756	3.0	Japanese	3565	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	6:00 pm - 11:15 pm	6:00 pm - 10:15 pm
900	Shun	5	18	4.0	French, Japanese	132	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	Closed
901	Eleven Madison Park	4.5	2081	4.0	American (New), French, Cocktail Bars	7887	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm
902	Atera	4.5	245	4.0	American (Traditional)	1428	Closed	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	1:30 pm - 10:30 pm	Closed
903	Gramercy Tavern	4.5	2807	4.0	American (New)	4805	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 11:00 pm
904	Daniel	4.5	1548	4.0	French, American (Traditional), Cocktail Bars	3170	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	Closed
905	Per Se	4.5	1596	4.0	French	5870	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm
906	Le Bernardin	4.5	2448	4.0	French, Lounges	6208	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	5:30 pm - 11:00 pm	Closed
907	Momofuku Ko	4.5	288	4.0	American (New)	1942	Closed	5:00 pm - 11:30 pm	5:00 pm - 11:30 pm	5:00 pm - 11:30 pm	12:30 pm - 11:30 pm	12:30 pm - 11:30 pm	12:30 pm - 3:30 pm
908	Gotham Bar and Grill	4.5	1559	4.0	American (New), Bars	2611	12:00 pm - 9:45 pm	12:00 pm - 9:45 pm	12:00 pm - 9:45 pm	12:00 pm - 9:45 pm	12:00 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 9:45 pm
909	Chef's Table at Brooklyn Fare	4.5	496	4.0	Japanese	1396	Closed	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 1:00 am	6:00 pm - 1:00 am	6:00 pm - 1:00 am	Closed
910	L'Appart	5	93	4.0	French	842	Closed	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	Closed
911	The Modern	4.5	965	4.0	American (New)	2822	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	Closed
912	Manhatta	4.5	359	4.0	American (New)	1481	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:30 pm
913	L'Atelier de Joël Robuchon	4.5	112	4.0	French, Bars	864	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed
914	Blanca	4	165	4.0	American (New)	681	Closed	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	Closed
915	Marea	4	1965	4.0	Italian, Seafood, Wine Bars	4428	11:45 am - 11:00 pm	11:45 am - 11:00 pm	11:45 am - 11:00 pm	11:45 am - 11:00 pm	11:45 am - 11:30 pm	11:30 am - 11:30 pm	11:30 am - 10:30 pm
916	The River Café	4	1086	4.0	American (New), Wine Bars, Venues & Event Spaces	2280	8:30 am - 11:30 am	8:30 am - 11:30 am	8:30 am - 11:30 am	8:30 am - 11:30 am	8:30 am - 11:30 am	11:30 am - 2:30 pm	11:30 am - 2:30 pm
917	Le Coucou	4	512	4.0	French	1577	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:00 am	7:00 am - 10:00 am
918	Jean-Georges	4.5	1850	4.0	French, American (New), Asian Fusion	5743	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	8:00 am - 10:00 am	8:00 am - 10:30 am
919	Blue Hill	4.5	982	4.0	American (New)	864	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm
920	Del Frisco's Double Eagle Steakhouse	4.5	2858	4.0	Steakhouses, American (New), Seafood	3090	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm	12:00 pm - 11:00 pm	3:00 pm - 10:00 pm
921	Gabriel Kreuther	4.5	392	4.0	Lounges, French	2073	12:00 pm - 1:15 pm	12:00 pm - 1:15 pm	12:00 pm - 1:15 pm	12:00 pm - 1:15 pm	12:00 pm - 1:15 pm	5:30 pm - 10:00 pm	Closed
922	Peter Luger	4	5517	4.0	Steakhouses	7892	11:45 am - 9:45 pm	11:45 am - 9:45 pm	11:45 am - 9:45 pm	11:45 am - 9:45 pm	11:45 am - 10:45 pm	11:45 am - 10:45 pm	12:45 pm - 9:45 pm
923	Jungsik	4.5	558	4.0	Korean	3118	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm
924	Aska	4.5	94	4.0	Scandinavian, Bars	700	Closed	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	Closed
925	Del Posto	4	1397	4.0	Italian	2222	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	4:30 pm - 11:00 pm	4:30 pm - 10:00 pm
926	15 Fox Place	4.5	107	4.0	Italian	229	Closed	Closed	Closed	7:30 pm - 11:00 pm	7:30 pm - 11:00 pm	7:30 pm - 11:00 pm	Closed
927	The Simone	5	92	4.0	French, Bars	48	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 9:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	Closed
928	Delmonico's	4	1008	4.0	Steakhouses, American (Traditional)	1539	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:00 pm - 10:00 pm	Closed
929	Gaijin	4.5	305	4.0	Japanese, Seafood, Sushi Bars	1642	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	4:30 pm - 9:30 pm
930	Hunt & Fish Club	4	495	4.0	American (New), Steakhouses, Cocktail Bars	833	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	5:00 pm - 11:30 pm	5:00 pm - 9:00 pm
931	La Grenouille	4	420	4.0	French, Venues & Event Spaces	576	Closed	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	5:00 pm - 10:30 pm	Closed
932	Aureole	4	872	4.0	American (New)	1684	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	5:00 pm - 10:00 pm	Closed
933	Contra	4	308	4.0	American (New)	834	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	Closed
934	Asiate	4	542	4.0	American (New), Breakfast & Brunch, Venues & Event Spaces	994	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 9:00 pm
